"","interviewee.id","interviewee.name","author.GRID","author.birthdate","author.town","author.gender.use","author.GRname","interviewee.birthdate","interviewee.town","interviewee.gender.use","interviewee.GRname","Date"
"812","16320912","Krysten Ritter","431149",1924-09-30,"New Orleans, Louisiana","m","Truman Capote",1981-12-16,"","f","Krysten Ritter",2017-11-09
"813","16320912","Krysten Ritter","3389",NA,"Portland, Maine","m","Stephen King",1981-12-16,"","f","Krysten Ritter",2017-11-09
"814","16320912","Krysten Ritter","4371789",NA,"","f","Lizzy Goodman",1981-12-16,"","f","Krysten Ritter",2017-11-09
"815","16320912","Krysten Ritter","14558709",NA,"Stirling","f","Gail Honeyman",1981-12-16,"","f","Krysten Ritter",2017-11-09
"816","16320912","Krysten Ritter","2778055",1922-11-11,"Indianapolis, Indiana","m","Kurt Vonnegut Jr.",1981-12-16,"","f","Krysten Ritter",2017-11-09
"817","16320912","Krysten Ritter","9013543",NA,"","f","Ruth Ware",1981-12-16,"","f","Krysten Ritter",2017-11-09
"818","16320912","Krysten Ritter","14545796",1960-02-29,"","m","Tony Robbins",1981-12-16,"","f","Krysten Ritter",2017-11-09
"820","16320912","Krysten Ritter","2383",NA,"Kansas City, MO","f","Gillian Flynn",1981-12-16,"","f","Krysten Ritter",2017-11-09
"821","16320912","Krysten Ritter","81803",1901-12-13,"New York, New York","f","Stella Adler",1981-12-16,"","f","Krysten Ritter",2017-11-09
"822","164692","Celeste Ng","6897717",NA,"","m","Aaron Becker",1980-07-30,"","f","Celeste Ng",2017-09-21
"823","164692","Celeste Ng","7105",1914-10-21,"Tulsa, Oklahoma","m","Martin Gardner",1980-07-30,"","f","Celeste Ng",2017-09-21
"824","164692","Celeste Ng","8885",1958-12-02,"Amarillo, Texas","m","George Saunders",1980-07-30,"","f","Celeste Ng",2017-09-21
"825","164692","Celeste Ng","5859247",NA,"","f","Abby Hanlon",1980-07-30,"","f","Celeste Ng",2017-09-21
"826","164692","Celeste Ng","1157440",NA,"","m","Dean Hale",1980-07-30,"","f","Celeste Ng",2017-09-21
"827","164692","Celeste Ng","947",NA,"Stratford-upon-Avon, Warwickshire, England","m","William Shakespeare",1980-07-30,"","f","Celeste Ng",2017-09-21
"828","164692","Celeste Ng","3089156",1984-10-17,"Easton, Pennsylvania","m","Randall Munroe",1980-07-30,"","f","Celeste Ng",2017-09-21
"829","164692","Celeste Ng","29535",1947-06-22,"Pasadena, California","f","Octavia E. Butler",1980-07-30,"","f","Celeste Ng",2017-09-21
"830","164692","Celeste Ng","148348",1972-01-01,"Beijing","f","Yiyun Li",1980-07-30,"","f","Celeste Ng",2017-09-21
"831","164692","Celeste Ng","5725556",1980-01-16,"Manhattan, New York City, New York","m","Lin-Manuel Miranda",1980-07-30,"","f","Celeste Ng",2017-09-21
"832","164692","Celeste Ng","5300",1867-02-07,"near Pepin, Wisconsin","f","Laura Ingalls Wilder",1980-07-30,"","f","Celeste Ng",2017-09-21
"833","164692","Celeste Ng","397284",NA,"","f","Heather Havrilesky",1980-07-30,"","f","Celeste Ng",2017-09-21
"834","164692","Celeste Ng","27",1927-05-11,"Lemoore, California","f","Zilpha Keatley Snyder",1980-07-30,"","f","Celeste Ng",2017-09-21
"835","164692","Celeste Ng","689512",1906-02-03,"Price, Utah","m","John D. Fitzgerald",1980-07-30,"","f","Celeste Ng",2017-09-21
"836","164692","Celeste Ng","5989255",NA,"","m","Anthony Marra",1980-07-30,"","f","Celeste Ng",2017-09-21
"837","164692","Celeste Ng","15811",1961-06-24,"San Francisco, California","f","Rebecca Solnit",1980-07-30,"","f","Celeste Ng",2017-09-21
"838","164692","Celeste Ng","4087929",NA,"","f","Betty Crocker",1980-07-30,"","f","Celeste Ng",2017-09-21
"839","164692","Celeste Ng","480401",1979-11-28,"Chelmsford","f","Sarah Perry",1980-07-30,"","f","Celeste Ng",2017-09-21
"840","164692","Celeste Ng","637043",NA,"Chicago, Illinois","m","David Reuben",1980-07-30,"","f","Celeste Ng",2017-09-21
"841","164692","Celeste Ng","4260",1934-08-16,"London, England","f","Diana Wynne Jones",1980-07-30,"","f","Celeste Ng",2017-09-21
"842","164692","Celeste Ng","110180",1953-02-24,"New York","f","Jane Hirshfield",1980-07-30,"","f","Celeste Ng",2017-09-21
"843","164692","Celeste Ng","16",1862-01-24,"New York City, NY","f","Edith Wharton",1980-07-30,"","f","Celeste Ng",2017-09-21
"844","164692","Celeste Ng","11291",1977-09-15,"Enugu","f","Chimamanda Ngozi Adichie",1980-07-30,"","f","Celeste Ng",2017-09-21
"845","164692","Celeste Ng","49625",1962-09-07,"","f","Jennifer Egan",1980-07-30,"","f","Celeste Ng",2017-09-21
"846","164692","Celeste Ng","7618148",NA,"","f","Danielle Lazarin",1980-07-30,"","f","Celeste Ng",2017-09-21
"847","164692","Celeste Ng","8924",1924-01-30,"Philadelphia, Pennsylvania","m","Lloyd Alexander",1980-07-30,"","f","Celeste Ng",2017-09-21
"848","164692","Celeste Ng","3242",1856-05-15,"Chittenango, New York","m","L. Frank Baum",1980-07-30,"","f","Celeste Ng",2017-09-21
"850","164692","Celeste Ng","428566",1975-10-05,"Vancouver","f","Carson Ellis",1980-07-30,"","f","Celeste Ng",2017-09-21
"851","164692","Celeste Ng","2560",1928-10-05,"Memphis, TN","f","Louise Fitzhugh",1980-07-30,"","f","Celeste Ng",2017-09-21
"852","164692","Celeste Ng","1654",1948-04-28,"Beaconsfield, Buckinghamshire, England","m","Terry Pratchett",1980-07-30,"","f","Celeste Ng",2017-09-21
"853","164692","Celeste Ng","14951547",NA,"","f","Julie Buntin",1980-07-30,"","f","Celeste Ng",2017-09-21
"854","164692","Celeste Ng","49177",1974-01-26,"Salt Lake City, Utah","f","Shannon Hale",1980-07-30,"","f","Celeste Ng",2017-09-21
"855","164692","Celeste Ng","7273922",NA,"","f","Mira Jacob",1980-07-30,"","f","Celeste Ng",2017-09-21
"856","164692","Celeste Ng","33936",1891-07-27,"Philadelphia","f","Ruth Plumly Thompson",1980-07-30,"","f","Celeste Ng",2017-09-21
"857","164692","Celeste Ng","1949",1932-10-31,"Qing Jiang","f","Katherine Paterson",1980-07-30,"","f","Celeste Ng",2017-09-21
"858","164692","Celeste Ng","81249",1934-12-28,"","f","Maggie Smith",1980-07-30,"","f","Celeste Ng",2017-09-21
"859","164692","Celeste Ng","15291182",NA,"","m","Omar El Akkad",1980-07-30,"","f","Celeste Ng",2017-09-21
"860","164692","Celeste Ng","7956",1959-03-20,"Etna, New Hampshire","f","Mary Roach",1980-07-30,"","f","Celeste Ng",2017-09-21
"861","164692","Celeste Ng","7582533",NA,"","f","Stearn Robinson",1980-07-30,"","f","Celeste Ng",2017-09-21
"862","164692","Celeste Ng","2713",1930-02-10,"New York","f","E.L. Konigsburg",1980-07-30,"","f","Celeste Ng",2017-09-21
"863","164692","Celeste Ng","13778",1958-07-05,"Washington, D.C.","m","Bill Watterson",1980-07-30,"","f","Celeste Ng",2017-09-21
"865","164692","Celeste Ng","80861",NA,"","m","John Minford",1980-07-30,"","f","Celeste Ng",2017-09-21
"866","164692","Celeste Ng","378914",1949-06-17,"","m","Tom Corbett",1980-07-30,"","f","Celeste Ng",2017-09-21
"867","164692","Celeste Ng","3020048",1968-12-06,"Oslo","m","Karl Ove Knausgård",1980-07-30,"","f","Celeste Ng",2017-09-21
"868","164692","Celeste Ng","8734",1893-06-13,"Oxford, England","f","Dorothy L. Sayers",1980-07-30,"","f","Celeste Ng",2017-09-21
"869","164692","Celeste Ng","48298",1895-10-10,"Banzi","m","Lin Yutang",1980-07-30,"","f","Celeste Ng",2017-09-21
"870","164692","Celeste Ng","2041",1849-11-24,"Cheetham Hill, Manchester, England","f","Frances Hodgson Burnett",1980-07-30,"","f","Celeste Ng",2017-09-21
"871","164692","Celeste Ng","123715",1890-09-15,"Torquay, Devon, England","f","Agatha Christie",1980-07-30,"","f","Celeste Ng",2017-09-21
"872","164692","Celeste Ng","2855221",NA,"","m","Mac Barnett",1980-07-30,"","f","Celeste Ng",2017-09-21
"874","164692","Celeste Ng","12075",1924-09-04,"Rye, East Sussex","f","Joan Aiken",1980-07-30,"","f","Celeste Ng",2017-09-21
"875","1676417","Jesmyn Ward","1390060",NA,"Coos Bay, Oregon","m","Michael McGriff",1971-01-01,"","f","Jesmyn Ward",2017-08-31
"876","1676417","Jesmyn Ward","14239726",NA,"","m","Michael W. Twitty",1971-01-01,"","f","Jesmyn Ward",2017-08-31
"877","1676417","Jesmyn Ward","90820",NA,"Granite City, Illinois","m","Robert Olen Butler",1971-01-01,"","f","Jesmyn Ward",2017-08-31
"878","1676417","Jesmyn Ward","29535",1947-06-22,"Pasadena, California","f","Octavia E. Butler",1971-01-01,"","f","Jesmyn Ward",2017-08-31
"879","1676417","Jesmyn Ward","164692",1980-07-30,"","f","Celeste Ng",1971-01-01,"","f","Jesmyn Ward",2017-08-31
"880","1676417","Jesmyn Ward","233619",1871-07-10,"Auteuil","m","Marcel Proust",1971-01-01,"","f","Jesmyn Ward",2017-08-31
"881","1676417","Jesmyn Ward","3535",1897-09-25,"New Albany, Mississippi","m","William Faulkner",1971-01-01,"","f","Jesmyn Ward",2017-08-31
"882","1676417","Jesmyn Ward","8719",1963-12-23,"Greenwood, Mississippi","f","Donna Tartt",1971-01-01,"","f","Jesmyn Ward",2017-08-31
"883","1676417","Jesmyn Ward","945430",1973-12-07,"Minneapolis","f","Kelly Barnhill",1971-01-01,"","f","Jesmyn Ward",2017-08-31
"884","1676417","Jesmyn Ward","3506",1917-02-19,"Columbus, Georgia","f","Carson McCullers",1971-01-01,"","f","Jesmyn Ward",2017-08-31
"885","1676417","Jesmyn Ward","3533",1933-01-15,"Pointe Coupee Parish (Louisiana) ","m","Ernest J. Gaines",1971-01-01,"","f","Jesmyn Ward",2017-08-31
"886","1676417","Jesmyn Ward","8439908",NA,"","m","Edward E. Baptist",1971-01-01,"","f","Jesmyn Ward",2017-08-31
"887","1676417","Jesmyn Ward","9660",1915-07-07,"","f","Margaret Walker",1971-01-01,"","f","Jesmyn Ward",2017-08-31
"888","1676417","Jesmyn Ward","5833183",NA,"","f","Sage Blackwood",1971-01-01,"","f","Jesmyn Ward",2017-08-31
"889","1676417","Jesmyn Ward","15997487",1924-08-02,"Harlem, New York","m","James     Baldwin",1971-01-01,"","f","Jesmyn Ward",2017-08-31
"890","1676417","Jesmyn Ward","84259",1911-06-30,"Šeteniai","m","Czesław Miłosz",1971-01-01,"","f","Jesmyn Ward",2017-08-31
"891","1676417","Jesmyn Ward","42927",1908-10-10,"Barcelona","f","Mercè Rodoreda",1971-01-01,"","f","Jesmyn Ward",2017-08-31
"892","1676417","Jesmyn Ward","18656",1960-07-11,"Atlanta","m","Clint Smith",1971-01-01,"","f","Jesmyn Ward",2017-08-31
"893","1676417","Jesmyn Ward","7380",1944-02-09,"Eatonton, Georgia","f","Alice Walker",1971-01-01,"","f","Jesmyn Ward",2017-08-31
"897","1676417","Jesmyn Ward","44964",1970-11-08,"Lincoln, Nebraska","m","Kevin Young",1971-01-01,"","f","Jesmyn Ward",2017-08-31
"899","1676417","Jesmyn Ward","5775544",NA,"","f","Laura Markham",1971-01-01,"","f","Jesmyn Ward",2017-08-31
"900","1676417","Jesmyn Ward","5137530",NA,"","m","Daniel José Older",1971-01-01,"","f","Jesmyn Ward",2017-08-31
"901","1676417","Jesmyn Ward","6907148",NA,"Philadelphia, PA","m","Justin St. Germain",1971-01-01,"","f","Jesmyn Ward",2017-08-31
"902","1676417","Jesmyn Ward","1300383",NA,"","m","David Biello",1971-01-01,"","f","Jesmyn Ward",2017-08-31
"903","1676417","Jesmyn Ward","74640",NA,"Columbus, Ohio","f","Jacqueline Woodson",1971-01-01,"","f","Jesmyn Ward",2017-08-31
"905","1676417","Jesmyn Ward","24782",NA,"Saigon","f","Quan Barry",1971-01-01,"","f","Jesmyn Ward",2017-08-31
"906","1676417","Jesmyn Ward","3448834",NA,"","f","Molly Antopol",1971-01-01,"","f","Jesmyn Ward",2017-08-31
"907","1676417","Jesmyn Ward","2476",1928-12-07,"Philadelphia, Pennsylvania","m","Noam Chomsky",1971-01-01,"","f","Jesmyn Ward",2017-08-31
"908","1676417","Jesmyn Ward","55944",1966-04-26,"Gulfport, Mississippi","f","Natasha Trethewey",1971-01-01,"","f","Jesmyn Ward",2017-08-31
"909","1676417","Jesmyn Ward","1877139",NA,"","m","Jericho Brown",1971-01-01,"","f","Jesmyn Ward",2017-08-31
"910","1676417","Jesmyn Ward","9657",1908-09-04,"Adams County, Mississippi","m","Richard Wright",1971-01-01,"","f","Jesmyn Ward",2017-08-31
"911","1676417","Jesmyn Ward","4110912",NA,"Bonn","m","Peter Wohlleben",1971-01-01,"","f","Jesmyn Ward",2017-08-31
"912","1676417","Jesmyn Ward","7796397",NA,"Harlem","f","Kima Jones",1971-01-01,"","f","Jesmyn Ward",2017-08-31
"913","1676417","Jesmyn Ward","4456871",1988-10-14,"Sai Gon","m","Ocean Vuong",1971-01-01,"","f","Jesmyn Ward",2017-08-31
"917","1676417","Jesmyn Ward","10029",NA,"New York City, New York","m","Colson Whitehead",1971-01-01,"","f","Jesmyn Ward",2017-08-31
"918","1676417","Jesmyn Ward","541690",NA,"","f","Lucy Worsley",1971-01-01,"","f","Jesmyn Ward",2017-08-31
"919","17366","John Waters","163",1914-04-04,"Gia-Dinh","f","Marguerite Duras",1946-04-22,"Baltimore, Maryland","m","John Waters",2017-04-20
"920","17366","John Waters","27427",1947-07-15,"Northampton (Massachusetts)","f","Lydia Davis",1946-04-22,"Baltimore, Maryland","m","John Waters",2017-04-20
"921","17366","John Waters","16313253",1968-12-06,"","m","Karl Ove Knausgaard",1946-04-22,"Baltimore, Maryland","m","John Waters",2017-04-20
"922","17366","John Waters","7741791",NA,"","m","Gregory J. Markopoulos",1946-04-22,"Baltimore, Maryland","m","John Waters",2017-04-20
"923","17366","John Waters","82153",1916-08-16,"Brooklyn, New York City, NY","m","Henry Gregor Felsen",1946-04-22,"Baltimore, Maryland","m","John Waters",2017-04-20
"924","17366","John Waters","75510",1954-03-20,"","m","Bruce Wagner",1946-04-22,"Baltimore, Maryland","m","John Waters",2017-04-20
"925","17366","John Waters","335084",NA,"","m","Charlie Fox",1946-04-22,"Baltimore, Maryland","m","John Waters",2017-04-20
"926","17366","John Waters","216862",1904-03-06,"","m","Parker Tyler",1946-04-22,"Baltimore, Maryland","m","John Waters",2017-04-20
"927","17366","John Waters","205908",NA,"","m","H.A. Carson",1946-04-22,"Baltimore, Maryland","m","John Waters",2017-04-20
"928","17366","John Waters","32878",1958-02-26,"Saint-Pierre (La Réunion)","m","Michel Houellebecq",1946-04-22,"Baltimore, Maryland","m","John Waters",2017-04-20
"929","17366","John Waters","457",1941-10-25,"Minneapolis, Minnesota","f","Anne Tyler",1946-04-22,"Baltimore, Maryland","m","John Waters",2017-04-20
"930","17366","John Waters","100439",1917-02-22,"New York","f","Jane Bowles",1946-04-22,"Baltimore, Maryland","m","John Waters",2017-04-20
"931","17366","John Waters","418538",1921-01-01,"Baltimore, MD","f","Anne Truitt",1946-04-22,"Baltimore, Maryland","m","John Waters",2017-04-20
"932","17366","John Waters","35285",NA,"","m","Jimmy McDonough",1946-04-22,"Baltimore, Maryland","m","John Waters",2017-04-20
"933","17366","John Waters","60459",NA,"Atlanta, GA","f","Laura Lippman",1946-04-22,"Baltimore, Maryland","m","John Waters",2017-04-20
"934","17366","John Waters","233619",1871-07-10,"Auteuil","m","Marcel Proust",1946-04-22,"Baltimore, Maryland","m","John Waters",2017-04-20
"936","17366","John Waters","6365",NA,"","m","Philip Short",1946-04-22,"Baltimore, Maryland","m","John Waters",2017-04-20
"937","17366","John Waters","49237",1944-02-11,"Chelmsford, MA","f","Joy Williams",1946-04-22,"Baltimore, Maryland","m","John Waters",2017-04-20
"938","17366","John Waters","4462369",1914-02-05,"St. Louis, Missouri","m","William S. Burroughs",1946-04-22,"Baltimore, Maryland","m","John Waters",2017-04-20
"939","17366","John Waters","360478",NA,"","f","Pamela Newkirk",1946-04-22,"Baltimore, Maryland","m","John Waters",2017-04-20
"940","17366","John Waters","25022",1890-08-24,"Roseau","f","Jean Rhys",1946-04-22,"Baltimore, Maryland","m","John Waters",2017-04-20
"941","17366","John Waters","46051",1967-02-08,"","f","Rachel Cusk",1946-04-22,"Baltimore, Maryland","m","John Waters",2017-04-20
"942","17366","John Waters","794012",1974-01-05,"","m","Philipp   Meyer",1946-04-22,"Baltimore, Maryland","m","John Waters",2017-04-20
"943","17366","John Waters","1624",1819-08-01,"New York City, New York","m","Herman Melville",1946-04-22,"Baltimore, Maryland","m","John Waters",2017-04-20
"944","17366","John Waters","9325",1874-02-03,"Allegheny, Pennsylvania","f","Gertrude Stein",1946-04-22,"Baltimore, Maryland","m","John Waters",2017-04-20
"946","17366","John Waters","2885224",1740-06-02,"Paris","m","Marquis de Sade",1946-04-22,"Baltimore, Maryland","m","John Waters",2017-04-20
"947","17366","John Waters","227139",NA,"","m","James Blake",1946-04-22,"Baltimore, Maryland","m","John Waters",2017-04-20
"948","17366","John Waters","1776079",NA,"","m","J. C. Goligher",1946-04-22,"Baltimore, Maryland","m","John Waters",2017-04-20
"949","17366","John Waters","21004",1924-09-08,"Manchester, New Hampshire","f","Grace Metalious",1946-04-22,"Baltimore, Maryland","m","John Waters",2017-04-20
"951","17366","John Waters","685759",NA,"","m","Richard Zoglin",1946-04-22,"Baltimore, Maryland","m","John Waters",2017-04-20
"952","17366","John Waters","3276202",1981-05-20,"Boston","f","Ottessa Moshfegh",1946-04-22,"Baltimore, Maryland","m","John Waters",2017-04-20
"953","17549479","George Pelecanos","24690",1916-07-24,"Sharon, PA","m","John D. MacDonald",1957-02-18,"Washington, D.C.","m","George Pelecanos",2018-08-23
"954","17549479","George Pelecanos","527516",1944-05-28,"","f","Gladys Knight",1957-02-18,"Washington, D.C.","m","George Pelecanos",2018-08-23
"955","17549479","George Pelecanos","15039066",1932-02-08,"","m","John Williams",1957-02-18,"Washington, D.C.","m","George Pelecanos",2018-08-23
"956","17549479","George Pelecanos","1825",1926-04-28,"Monroeville, Alabama","f","Harper Lee",1957-02-18,"Washington, D.C.","m","George Pelecanos",2018-08-23
"957","17549479","George Pelecanos","1404977",NA,"","m","Arthur May",1957-02-18,"Washington, D.C.","m","George Pelecanos",2018-08-23
"958","17549479","George Pelecanos","23394",1929-03-28,"Watertown, NY","m","Frederick Exley",1957-02-18,"Washington, D.C.","m","George Pelecanos",2018-08-23
"959","17549479","George Pelecanos","3114972",1919-01-02,"Little Rock, Arkansas","m","Charles Willeford",1957-02-18,"Washington, D.C.","m","George Pelecanos",2018-08-23
"960","17549479","George Pelecanos","4423340",NA,"Brooklyn, NY","m","William Boyle",1957-02-18,"Washington, D.C.","m","George Pelecanos",2018-08-23
"961","17549479","George Pelecanos","59843",1918-08-09,"","m","Robert Aldrich",1957-02-18,"Washington, D.C.","m","George Pelecanos",2018-08-23
"962","17549479","George Pelecanos","1124",1956-06-25,"New York City, New York","m","Anthony Bourdain",1957-02-18,"Washington, D.C.","m","George Pelecanos",2018-08-23
"963","17549479","George Pelecanos","70090",1915-12-13,"Los Gatos, California,","m","Ross Macdonald",1957-02-18,"Washington, D.C.","m","George Pelecanos",2018-08-23
"964","17549479","George Pelecanos","1377",1888-07-23,"Chicago, Illinois","m","Raymond Chandler",1957-02-18,"Washington, D.C.","m","George Pelecanos",2018-08-23
"965","17549479","George Pelecanos","261458",1931-03-16,"Berkeley, California","m","Don Carpenter",1957-02-18,"Washington, D.C.","m","George Pelecanos",2018-08-23
"966","17549479","George Pelecanos","1411964",1931-10-19,"Poole, Dorset, England","m","John le Carré",1957-02-18,"Washington, D.C.","m","George Pelecanos",2018-08-23
"967","17549479","George Pelecanos","7623",1917-03-02,"Philadelphia, PA","m","David Goodis",1957-02-18,"Washington, D.C.","m","George Pelecanos",2018-08-23
"968","17549479","George Pelecanos","17270487",NA,"","m","Jamel Brinkley",1957-02-18,"Washington, D.C.","m","George Pelecanos",2018-08-23
"969","17549479","George Pelecanos","11298",1925-06-10,"New York City","m","James Salter",1957-02-18,"Washington, D.C.","m","George Pelecanos",2018-08-23
"970","17549479","George Pelecanos","16927",1894-05-27,"St. Mary's County, Maryland","m","Dashiell Hammett",1957-02-18,"Washington, D.C.","m","George Pelecanos",2018-08-23
"971","17549479","George Pelecanos","410947",NA,"Reno","m","Willy Vlautin",1957-02-18,"Washington, D.C.","m","George Pelecanos",2018-08-23
"973","17549479","George Pelecanos","47364",1929-01-03,"","m","Sergio Leone",1957-02-18,"Washington, D.C.","m","George Pelecanos",2018-08-23
"974","17549479","George Pelecanos","370009",NA,"Long Branch, New Jersey","m","Wallace Stroby",1957-02-18,"Washington, D.C.","m","George Pelecanos",2018-08-23
"975","17549479","George Pelecanos","6356",1961-08-04,"Honolulu, Hawaii","m","Barack Obama",1957-02-18,"Washington, D.C.","m","George Pelecanos",2018-08-23
"976","17549479","George Pelecanos","33",1950-10-05,"Washington, District of Columbia","m","Edward P. Jones",1957-02-18,"Washington, D.C.","m","George Pelecanos",2018-08-23
"977","17549479","George Pelecanos","27034",1933-12-28,"El Dorado, AR","m","Charles Portis",1957-02-18,"Washington, D.C.","m","George Pelecanos",2018-08-23
"978","17549479","George Pelecanos","90990",1939-10-12,"Missoula, Montana","m","James Crumley",1957-02-18,"Washington, D.C.","m","George Pelecanos",2018-08-23
"979","17549479","George Pelecanos","3956",1949-04-13,"Portsmouth, England","m","Christopher Hitchens",1957-02-18,"Washington, D.C.","m","George Pelecanos",2018-08-23
"980","17549479","George Pelecanos","12940",1925-10-11,"New Orleans, Louisiana","m","Elmore Leonard",1957-02-18,"Washington, D.C.","m","George Pelecanos",2018-08-23
"981","17549479","George Pelecanos","50948",1918-03-09,"Brooklyn, New York City","m","Mickey Spillane",1957-02-18,"Washington, D.C.","m","George Pelecanos",2018-08-23
"982","17549479","George Pelecanos","2139",NA,"","m","Robert Gordon",1957-02-18,"Washington, D.C.","m","George Pelecanos",2018-08-23
"983","17549479","George Pelecanos","1189032",NA,"","m","Richard Griffith",1957-02-18,"Washington, D.C.","m","George Pelecanos",2018-08-23
"984","176523","Lesley Stahl","27641",NA,"","m","David Maraniss",1941-12-16,"","f","Lesley Stahl",2017-04-13
"985","176523","Lesley Stahl","100030",1950-05-26,"","m","David Ignatius",1941-12-16,"","f","Lesley Stahl",2017-04-13
"986","176523","Lesley Stahl","182504",1960-02-20,"Worcester, MA","m","William D. Cohan",1941-12-16,"","f","Lesley Stahl",2017-04-13
"987","176523","Lesley Stahl","1036615",1816-04-21,"Thornton, Yorkshire, England","f","Charlotte Brontë",1941-12-16,"","f","Lesley Stahl",2017-04-13
"988","176523","Lesley Stahl","649056",NA,"","m","Steven Brill",1941-12-16,"","f","Lesley Stahl",2017-04-13
"989","176523","Lesley Stahl","48895",NA,"","f","Linda Fairstein",1941-12-16,"","f","Lesley Stahl",2017-04-13
"990","176523","Lesley Stahl","143842",NA,"","f","Dinitia Smith",1941-12-16,"","f","Lesley Stahl",2017-04-13
"991","176523","Lesley Stahl","3544",NA,"","m","Richard Reeves",1941-12-16,"","f","Lesley Stahl",2017-04-13
"992","176523","Lesley Stahl","7136914",1963-12-02,"Los Angeles, CA","f","Ann Patchett",1941-12-16,"","f","Lesley Stahl",2017-04-13
"993","176523","Lesley Stahl","13450",1927-03-06,"Aracataca, Magdalena","m","Gabriel García Márquez",1941-12-16,"","f","Lesley Stahl",2017-04-13
"994","176523","Lesley Stahl","128382",1828-09-09,"Yasnaya Polyana, Tula","m","Leo Tolstoy",1941-12-16,"","f","Lesley Stahl",2017-04-13
"995","176523","Lesley Stahl","947",NA,"Stratford-upon-Avon, Warwickshire, England","m","William Shakespeare",1941-12-16,"","f","Lesley Stahl",2017-04-13
"996","176523","Lesley Stahl","12470",NA,"Philadelphia, Pennsylvania","m","Michael Connelly",1941-12-16,"","f","Lesley Stahl",2017-04-13
"997","176523","Lesley Stahl","277189",NA,"","m","David Rosenfelt",1941-12-16,"","f","Lesley Stahl",2017-04-13
"1000","176523","Lesley Stahl","73558",1952-01-14,"Washington D.C.","f","Maureen Dowd",1941-12-16,"","f","Lesley Stahl",2017-04-13
"1001","176523","Lesley Stahl","3716",1945-07-18,"Cortland, New York","m","David Nasaw",1941-12-16,"","f","Lesley Stahl",2017-04-13
"1002","176523","Lesley Stahl","6281688",1933-07-07,"Pittsburgh","m","David McCullough",1941-12-16,"","f","Lesley Stahl",2017-04-13
"1003","176523","Lesley Stahl","14765007",NA,"","m","Robert Sabuda",1941-12-16,"","f","Lesley Stahl",2017-04-13
"1004","176523","Lesley Stahl","15905",1840-06-02,"Higher Bockhampton, Dorset, England","m","Thomas Hardy",1941-12-16,"","f","Lesley Stahl",2017-04-13
"1005","176523","Lesley Stahl","47456",1950-09-07,"Brooklyn, New York","f","Peggy Noonan",1941-12-16,"","f","Lesley Stahl",2017-04-13
"1006","176523","Lesley Stahl","722",1935-10-30,"New York","m","Robert A. Caro",1941-12-16,"","f","Lesley Stahl",2017-04-13
"1007","176523","Lesley Stahl","54931",1917-01-16,"","f","Katharine Graham",1941-12-16,"","f","Lesley Stahl",2017-04-13
"1008","176523","Lesley Stahl","371773",NA,"","m","Aaron Latham",1941-12-16,"","f","Lesley Stahl",2017-04-13
"1010","176523","Lesley Stahl","1244",1835-11-30,"Florida, Missouri","m","Mark Twain",1941-12-16,"","f","Lesley Stahl",2017-04-13
"1011","176523","Lesley Stahl","48965",1943-12-27,"New Orleans, Louisiana","f","Cokie Roberts",1941-12-16,"","f","Lesley Stahl",2017-04-13
"1012","176523","Lesley Stahl","13090",1964-10-31,"White Plains, New York","m","Frank Bruni",1941-12-16,"","f","Lesley Stahl",2017-04-13
"1013","176523","Lesley Stahl","988142",1899-07-11,"Mount Vernon, NY","m","E.B. White",1941-12-16,"","f","Lesley Stahl",2017-04-13
"1015","176523","Lesley Stahl","173",1819-11-22,"South Farm, Arbury Hall, Nuneaton, Warwickshire","f","George Eliot",1941-12-16,"","f","Lesley Stahl",2017-04-13
"1016","176523","Lesley Stahl","443210",NA,"","f","Louann Brizendine",1941-12-16,"","f","Lesley Stahl",2017-04-13
"1017","176523","Lesley Stahl","3500",1952-07-08,"Philadelphia, Pennsylvania","f","Anna Quindlen",1941-12-16,"","f","Lesley Stahl",2017-04-13
"1018","176523","Lesley Stahl","136881",NA,"","f","Julia Baird",1941-12-16,"","f","Lesley Stahl",2017-04-13
"1019","176523","Lesley Stahl","1476",1943-01-04,"Brooklyn, New York","f","Doris Kearns Goodwin",1941-12-16,"","f","Lesley Stahl",2017-04-13
"1021","176523","Lesley Stahl","190177",NA,"","m","Richard Cohen",1941-12-16,"","f","Lesley Stahl",2017-04-13
"1022","176523","Lesley Stahl","18163",1934-04-03,"London, England","f","Jane Goodall",1941-12-16,"","f","Lesley Stahl",2017-04-13
"1024","176523","Lesley Stahl","44085",1943-01-01,"Naples","f","Elena Ferrante",1941-12-16,"","f","Lesley Stahl",2017-04-13
"1025","17709440","Ellie Kemper","881203",1873-12-07,"Back Creek Valley, Virginia","f","Willa Cather",1980-05-02,"Kansas City, MO","f","Ellie Kemper",2018-11-29
"1026","17709440","Ellie Kemper","33274",1968-02-11,"New Orleans","m","Mo Willems",1980-05-02,"Kansas City, MO","f","Ellie Kemper",2018-11-29
"1027","17709440","Ellie Kemper","96773",NA,"","m","Michael Kupperman",1980-05-02,"Kansas City, MO","f","Ellie Kemper",2018-11-29
"1028","17709440","Ellie Kemper","1285555",1922-11-16,"Golegã, Azinhaga","m","José Saramago",1980-05-02,"Kansas City, MO","f","Ellie Kemper",2018-11-29
